"MacroPlot.Name","Monitoring.Status","Date","TagNo","Status","DBH","Ht","CrwnRto","CrwnCl","LiCrBHt","CrFuBHt","CrwnRad","Age","GrwthRt","Mort","DecayCl","LaddBaseHt","LaddMaxHt","DRC","NuLiStems","NuDeStems","EqDia","XCoord","YCoord","CKR","CharHt","ScorchHt","CrScPct","DamCd1","DamSev1","DamCd2","DamSev2","DamCd3","DamSev3","DamCd4","DamSev4","DamCd5","DamSev5","Comment","UV1","UV2","SnagPlotSize","BrkPntDia","Species.Symbol","Year","Treatment","Visited","Index","IsVerified","QTR","SubFrac","UV3","MacroPlotSize","FieldTeam","EntryTeam","UV1Desc","UV2Desc","UV3Desc","SaComment","X","treatment_burn","experiment"
"_141","PreBurnYear1","8/19/2020 8:54:15 AM",507,"L",33,16.8,90,"C",6,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSE",0.5,5,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PreBurnYear1","8/19/2020 8:54:15 AM",508,"L",30.2,15.2,70,"C",7,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSE",0.7,6.5,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PreBurnYear1","8/19/2020 8:54:15 AM",509,"L",41.15,18.2,70,"C",7.2,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",2,7.2,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PreBurnYear1","8/19/2020 8:54:15 AM",510,"L",43.95,18.4,90,"C",5.4,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",2.5,4.3,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PreBurnYear1","8/19/2020 8:54:15 AM",511,"L",94,7.4,80,"I",1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TOV",0,1,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PreBurnYear1","8/19/2020 8:54:15 AM",512,"L",86.3,15.6,30,"I",1.3,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TOV",0,1,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PreBurnYear1","8/19/2020 8:54:15 AM",513,"L",33.19,11.4,90,"C",6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0.05,3.5,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",545,"L",61.9,23.2,90,"C",14.8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SM",0.2,2.1,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",547,"D",114.5,12,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",551,"L",76.8,27.4,90,"D",12.6,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SM",0,2.5,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",552,"D",23.9,10,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",554,"L",43.75,20.5,80,"C",10.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.2,7.5,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",555,"L",52.95,23.8,70,"C",12,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.5,6.5,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",556,"L",60.2,24.6,90,"C",10,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.4,4,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",557,"L",17.2,7.5,30,"S",4.8,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.7,3,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",558,"D",14.95,5.6,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",562,"L",63.75,23,70,"C",15,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",0.3,2,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",563,"L",20.45,10.2,20,"S",6.2,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSA",0.3,4,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PreBurnYear1","8/19/2020 8:54:15 AM",565,"L",8.5,5.5,100,"S",0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSA",0.8,4.5,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_142","PreBurnYear1","8/19/2020 8:54:15 AM",570,"L",7.65,5.9,100,"S",0.4,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSA",0.4,1.5,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_142","PreBurnYear1","8/19/2020 8:54:15 AM",571,"L",47.9,10.8,90,"I",1.4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSA",0.5,0,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_142","PreBurnYear1","8/19/2020 8:54:15 AM",574,"L",18.05,8,20,"S",4.2,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.2,0.6,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_142","PreBurnYear1","8/19/2020 8:54:15 AM",575,"L",72.75,27.4,90,"C",12.2,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.2,3,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_142","PreBurnYear1","8/19/2020 8:54:15 AM",576,"L",9.6,6.4,100,"I",0.6,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.4,3.5,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_142","PreBurnYear1","8/19/2020 8:54:15 AM",577,"L",23.75,11.2,80,"I",4.2,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",0.8,4,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_142","PreBurnYear1","8/19/2020 8:54:15 AM",582,"L",28.9,8.8,80,"S",4,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",0.3,4,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_142","PreBurnYear1","8/19/2020 8:54:15 AM",583,"L",56.05,19.9,90,"C",8.8,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",0.3,4.8,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",533,"D",53.6,11.2,NA,"",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",534,"D",52.85,6.4,NA,"",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",535,"L",44.25,10.2,90,"I",0.8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TOV",0.4,0.5,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",536,"L",48.65,9.2,80,"I",1.8,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TOV",0.4,0.5,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",537,"L",39.3,13.8,70,"C",4.4,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERWR_SL",0.8,0.6,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",538,"L",11.15,6,90,"I",0.3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TOV",1,0,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",539,"L",4.6,7.6,90,"I",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TOV",1,1.1,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",540,"L",6.85,3.8,70,"I",0.7,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERWR_SL",0.4,1,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",541,"L",22.8,9.2,70,"C",1,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERWR_SL",3,0,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_143","PreBurnYear1","8/19/2020 8:54:15 AM",543,"L",31.3,13,80,"C",3.2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSE",1.5,0.8,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_144","PreBurnYear1","8/19/2020 8:54:15 AM",525,"D",27,9.4,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEBE_SL",5,3.8,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_144","PreBurnYear1","8/19/2020 8:54:15 AM",526,"L",20.1,6.2,80,"I",1.2,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEBE_ST",0,0.7,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_144","PreBurnYear1","8/19/2020 8:54:15 AM",527,"L",37.95,9.6,80,"C",0.4,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEBE_SM",1,5,NA,NA,"QUKE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_144","PreBurnYear1","8/19/2020 8:54:15 AM",528,"L",54.1,19.6,90,"C",8.8,NA,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",5.5,0.8,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_144","PreBurnYear1","8/19/2020 8:54:15 AM",529,"L",39.5,16.8,70,"C",9.6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSE",3,3,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_144","PreBurnYear1","8/19/2020 8:54:15 AM",530,"L",70.45,25.4,80,"D",12.6,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSE",4,4.2,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_140","PreBurnYear1","8/19/2020 8:54:15 AM",514,"L",28.9,12.6,80,"I",4.4,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",4,3.4,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_140","PreBurnYear1","8/19/2020 8:54:15 AM",515,"L",12.1,5.6,60,"S",2,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERWR_SL",0.6,4.1,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_140","PreBurnYear1","8/19/2020 8:54:15 AM",516,"L",52.55,18.8,80,"C",9,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",0.5,3,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_140","PreBurnYear1","8/19/2020 8:54:15 AM",517,"L",11.1,5,60,"S",1.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",0.5,2,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_140","PreBurnYear1","8/19/2020 8:54:15 AM",518,"L",18.7,9.2,70,"I",4,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSE",2,2.5,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_140","PreBurnYear1","8/19/2020 8:54:15 AM",519,"L",44.8,19,80,"C",7.2,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSE",1,2,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_140","PreBurnYear1","8/19/2020 8:54:15 AM",520,"L",19.15,12.4,70,"I",4.4,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSE",1,7,NA,NA,"PIJE","yr1","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PostBurnYear1","8/30/2021 2:09:06 PM",501,"L",29.5,9.6,70,"I",4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PostBurnYear1","8/30/2021 2:09:06 PM",507,"L",33.4,16.2,95,"C",5.6,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,3.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PostBurnYear1","8/30/2021 2:09:06 PM",508,"L",30.65,15.4,70,"I",5.2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,4.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PostBurnYear1","8/30/2021 2:09:06 PM",509,"L",41.75,18.8,95,"C",6.6,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PostBurnYear1","8/30/2021 2:09:06 PM",510,"L",44.4,18.4,90,"C",8.4,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PostBurnYear1","8/30/2021 2:09:06 PM",511,"L",93,7.2,40,"I",1.6,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,6.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PostBurnYear1","8/30/2021 2:09:06 PM",512,"D",73.7,7.6,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_141","PostBurnYear1","8/30/2021 2:09:06 PM",513,"L",33.2,12.2,50,"C",6.6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,5.6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PostBurnYear1","8/30/2021 2:11:04 PM",545,"L",61.85,23,100,"C",14,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PostBurnYear1","8/30/2021 2:11:04 PM",547,"D",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gone",NA,NA,NA,NA,"QUKE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_145","PostBurnYear1","8/30/2021 2:11:04 PM",551,"L",77.05,28.4,100,"D",13.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
