"MacroPlot.Name","Monitoring.Status","Date","TagNo","Status","DBH","Ht","CrwnRto","CrwnCl","LiCrBHt","CrFuBHt","CrwnRad","Age","GrwthRt","Mort","DecayCl","LaddBaseHt","LaddMaxHt","DRC","NuLiStems","NuDeStems","EqDia","XCoord","YCoord","CKR","CharHt","ScorchHt","CrScPct","DamCd1","DamSev1","DamCd2","DamSev2","DamCd3","DamSev3","DamCd4","DamSev4","DamCd5","DamSev5","Comment","UV1","UV2","SnagPlotSize","BrkPntDia","Species.Symbol","X"
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",819,"L",23.8,7.6,80,"I",4,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.05,4,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",820,"L",26.85,12.2,70,"I",4.4,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.1,4.2,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",821,"L",40.85,14.6,90,"C",5,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0.5,0.7,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",822,"L",67.7,21.2,100,"C",7.4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSE",0.2,2,NA,NA,"PIJE",NA
"_149","PreBurnYear1","9/17/2020 9:00:29 AM",823,"D",35.6,8.4,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE",NA
"_150","PreBurnYear1","9/17/2020 9:00:29 AM",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0.04,7.6,"",NA
"_150","PreBurnYear1","9/17/2020 9:00:29 AM",837,"L",66.6,16.6,70,"D",1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0,1.6,NA,NA,"QUKE",NA
"_150","PreBurnYear1","9/17/2020 9:00:29 AM",838,"L",48,11.4,90,"D",1.4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0,1.6,NA,NA,"QUKE",NA
"_150","PreBurnYear1","9/17/2020 9:00:29 AM",840,"L",12.5,6.5,90,"I",0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TSA",0.8,1,NA,NA,"QUKE",NA
"_150","PreBurnYear1","9/17/2020 9:00:29 AM",842,"L",10,6,90,"O",0.3,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERWR_SL",0.3,3,NA,NA,"QUKE",NA
