MacroPlot Name,Monitoring Status,Date,Index,SizeClDia,Status,Count,AvgHt,AvgCrwnRto,SubFrac,Comment,TagNo,Top Kill (Y/N),Resprout (Y/N),Epicormic Resprout (Y/N),Basal Resprout (Y/N),Basal Resprout Height (cm),Basal Resprout Width (cm),Basal Resprout Count,UV2,UV3,MacroPlotSize,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited
_175,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_175,PostBurnYear1,8/25/2022,-2147483648,6.45,L,1,4,,1,,43,N,Y,N,N,,,,,,,,,,,,,QUKE,
_175,PostBurnYear1,8/25/2022,-2147483647,5.5,L,1,4.1,,1,,44,N,Y,N,N,,,,,,,,,,,,,QUKE,
_176,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_176,PostBurnYear1,8/25/2022,-2147483648,0.6,D,1,1.6,,1,,78,Y,Y,N,Y,107,105,9,,,,,,,,,,QUKE,
_176,PostBurnYear1,8/25/2022,-2147483647,7.55,L,1,4.3,,1,,82,N,Y,N,N,,,,,,,,,,,,,QUKE,
_177,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_177,PostBurnYear1,8/25/2022,-2147483648,6.55,L,1,4.9,,1,,87,N,N,N,N,,,,,,,,,,,,,QUKE,
_177,PostBurnYear1,8/25/2022,-2147483647,0.65,D,1,1.5,,1,,88,Y,Y,N,Y,95,91,31,,,,,,,,,,QUKE,
_177,PostBurnYear1,8/25/2022,-2147483646,1.8,L,1,2.3,,1,,89,N,Y,N,Y,73,34,2,,,,,,,,,,QUKE,
_179,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_179,PostBurnYear1,8/25/2022,-2147483648,4.15,D,1,3.8,,1,,64,Y,Y,N,Y,145,210,12,,,,,,,,,,QUKE,
_179,PostBurnYear1,8/25/2022,-2147483647,5.4,L,1,2.7,,1,,69,N,N,N,Y,75,60,7,,,,,,,,,,QUKE,
_179,PostBurnYear1,8/25/2022,-2147483646,1.4,L,1,1.5,,1,,70,N,N,N,N,,,,,,,,,,,,,PIJE,
_179,PostBurnYear1,8/25/2022,-2147483645,3.5,L,1,2.1,,1,,71,N,N,N,N,,,,,,,,,,,,,PIJE,
_179,PostBurnYear1,8/25/2022,-2147483644,1.3,L,1,1.5,,1,,73,N,Y,N,N,,,,,,,,,,,,,QUKE,
_179,PostBurnYear1,8/25/2022,-2147483643,6.4,L,1,4.35,,1,,75,N,N,N,N,,,,,,,,,,,,,QUKE,
_180,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_180,PostBurnYear1,8/25/2022,-2147483648,3.85,L,1,3.3,,1,,1,N,Y,Y,Y,89,80,16,,,,,,,,,,QUKE,
_180,PostBurnYear1,8/25/2022,-2147483647,2.35,L,1,3.4,,1,,5,N,Y,Y,Y,40,41,4,,,,,,,,,,QUKE,
_180,PostBurnYear1,8/25/2022,-2147483646,0.9,D,1,1.45,,1,,10,Y,Y,N,Y,75,60,3,,,,,,,,,,QUKE,
_180,PostBurnYear1,8/25/2022,-2147483645,0,D,1,,,1,Main stem broke. ,22,Y,Y,N,Y,41,52,16,,,,,,,,,,QUKE,
_181,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_181,PostBurnYear1,8/25/2022,-2147483648,1.45,L,1,1.5,,1,,97,N,N,N,N,,,,,,,,,,,,,PIJE,
_181,PostBurnYear1,8/25/2022,-2147483647,0.7,L,1,1.49,,1,,102,N,Y,N,Y,11,9,1,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_195,PostBurnYear1,8/25/2022,-2147483648,2.2,D,1,2.4,,1,,128,Y,Y,N,Y,132,159,24,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483647,1.2,D,1,2,,1,,129,Y,Y,N,Y,89,110,12,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483646,4.9,L,1,4,,1,,130,N,Y,N,N,,,,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483645,0,D,1,,,1,Crushed no longer meets DBH. ,139,Y,Y,N,Y,85,80,11,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483644,7.1,L,1,4.5,,1,,148,N,Y,Y,Y,87,55,2,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483643,7.45,L,1,4.2,,1,,152,N,Y,N,Y,55,20,9,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483642,0.5,D,1,1.5,,1,,154,Y,Y,N,Y,60,70,30,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483641,0,D,1,,,1,,155,Y,Y,N,Y,55,68,11,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483640,1.15,D,1,2,,1,,157,Y,Y,N,Y,64,95.5,11,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483639,1.2,D,1,2.1,,1,,158,Y,Y,N,Y,44,82,21,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483638,1.3,D,1,2.2,,1,,160,Y,Y,N,Y,92,93,21,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483637,4.95,L,1,2.5,,1,Got shorter bc tree fell on it.,161,N,N,N,N,,,,,,,,,,,,,QUKE,
_195,PostBurnYear1,8/25/2022,-2147483636,0.8,D,1,2,,1,,164,Y,Y,N,Y,113,119,13,,,,,,,,,,QUKE,
_196,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_196,PostBurnYear1,8/25/2022,-2147483648,3.65,L,1,3.8,,1,,169,N,Y,N,N,,,,,,,,,,,,,QUKE,
_196,PostBurnYear1,8/25/2022,-2147483647,2,L,1,2,,1,,170,N,Y,N,N,,,,,,,,,,,,,QUKE,
_197,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_197,PostBurnYear1,8/25/2022,-2147483648,5.3,L,1,3.2,,1,,176,,Y,Y,Y,81,100,16,,,,,,,,,,QUKE,
_197,PostBurnYear1,8/25/2022,-2147483647,2.5,L,1,2.3,,1,,177,,Y,N,Y,58,65,7,,,,,,,,,,QUKE,
_197,PostBurnYear1,8/25/2022,-2147483646,0.85,D,1,1.5,,1,,178,,Y,N,Y,76,57,9,,,,,,,,,,QUKE,
_197,PostBurnYear1,8/25/2022,-2147483645,0.4,D,1,1.45,,1,,179,,Y,N,Y,90,70,3,,,,,,,,,,QUKE,
_197,PostBurnYear1,8/25/2022,-2147483644,0.55,D,1,1.45,,1,,180,,Y,N,Y,103,110,13,,,,,,,,,,QUKE,
_197,PostBurnYear1,8/25/2022,-2147483643,4.55,L,1,3.3,,1,,181,,N,N,Y,31,26,3,,,,,,,,,,QUKE,
_197,PostBurnYear1,8/25/2022,-2147483642,1.6,L,1,1.6,,1,,182,,N,N,N,,,,,,,,,,,,,QUKE,
_197,PostBurnYear1,8/25/2022,-2147483641,1,D,1,1.8,,1,,188,,Y,N,Y,98,60,23,,,,,,,,,,QUKE,
_198,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_198,PostBurnYear1,8/25/2022,-2147483648,0,D,1,,,1,Crushed by fallen tree. Does not meet DBH or have a height. ,191,Y,Y,N,Y,47.5,36,2,,,,,,,,,,QUKE,
_198,PostBurnYear1,8/25/2022,-2147483647,2.65,D,1,3.5,,1,,196,Y,Y,N,Y,53,84,15,,,,,,,,,,QUKE,
_198,PostBurnYear1,8/25/2022,-2147483646,0.5,D,1,1.45,,1,,198,N,N,N,N,,,,,,,,,,,,,QUKE,
_199,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_199,PostBurnYear1,8/25/2022,-2147483648,0.5,D,1,1.6,,1,,219,Y,N,N,Y,,,,,,,,,,,,,QUKE,
_199,PostBurnYear1,8/25/2022,-2147483647,7.1,D,1,4.4,,1,,225,Y,Y,N,Y,,,,,,,,,,,,,QUKE,
_200,PostBurnYear1,8/25/2022,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_200,PostBurnYear1,8/25/2022,-2147483648,3.2,L,1,3.1,,1,Hard to tell if Epicormic resprouting or some of the camopy is still alive. ,200,N,N,Y,N,,,,,,,,,,,,,QUKE,
_200,PostBurnYear1,8/25/2022,-2147483647,4,D,1,2.4,,1,,201,N,N,N,N,,,,,,,,,,,,,QUKE,
_170,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,D. to plant,D. to CWD,neighbor,,TRUE
_170,PreBurnYear1,8/28/2021,-2147483648,2.4,L,1,3.95,,1,SYMO-SL,971,,,,,,,,0,1,,,,,,,,QUKE,
_170,PreBurnYear1,8/28/2021,-2147483647,4.6,L,1,4.2,,1,SYMO-SL,972,,,,,,,,0,1.5,,,,,,,,QUKE,
_170,PreBurnYear1,8/28/2021,-2147483646,3.7,L,1,3.8,,1,SYMO-SL,973,,,,,,,,0,2.2,,,,,,,,QUKE,
_170,PreBurnYear1,8/28/2021,-2147483645,2.45,L,1,3.5,,1,SYMO-SL,974,,,,,,,,0,3.2,,,,,,,,QUKE,
_171,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_171,PreBurnYear1,8/28/2021,-2147483648,7.3,L,1,6,,1,,54,,,,,,,,,,,,,,,,,QUKE,
_171,PreBurnYear1,8/28/2021,-2147483647,4,L,1,3.95,,1,,55,,,,,,,,,,,,,,,,,QUKE,
_171,PreBurnYear1,8/28/2021,-2147483646,6.95,L,1,3,,1,,57,,,,,,,,,,,,,,,,,PIJE,
_171,PreBurnYear1,8/28/2021,-2147483645,4.2,L,1,2.5,,1,,58,,,,,,,,,,,,,,,,,PIJE,
_171,PreBurnYear1,8/28/2021,-2147483644,0.15,L,1,1.45,,1,,63,,,,,,,,,,,,,,,,,QUKE,
_172,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_172,PreBurnYear1,8/28/2021,-2147483648,0.75,L,1,1.7,,1,,121,,,,,,,,,,,,,,,,,QUKE,
_173,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_173,PreBurnYear1,8/28/2021,-2147483648,4.4,L,1,2.2,,1,,24,,,,,,,,,,,,,,,,,PIJE,
_173,PreBurnYear1,8/28/2021,-2147483647,3,L,1,2.4,,1,,38,,,,,,,,,,,,,,,,,PIJE,
_175,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_175,PreBurnYear1,8/28/2021,-2147483648,5.5,L,1,3.95,,1,,43,,,,,,,,,,,,,,,,,QUKE,
_175,PreBurnYear1,8/28/2021,-2147483647,4.9,L,1,3.9,,1,,44,,,,,,,,,,,,,,,,,QUKE,
_176,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_176,PreBurnYear1,8/28/2021,-2147483648,0.6,L,1,1.7,,1,,78,,,,,,,,,,,,,,,,,QUKE,
_176,PreBurnYear1,8/28/2021,-2147483647,7.05,L,1,4.2,,1,,82,,,,,,,,,,,,,,,,,QUKE,
_177,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_177,PreBurnYear1,8/28/2021,-2147483648,6.1,L,1,4.5,,1,,87,,,,,,,,,,,,,,,,,QUKE,
_177,PreBurnYear1,8/28/2021,-2147483647,0.55,L,1,1.6,,1,,88,,,,,,,,,,,,,,,,,QUKE,
_177,PreBurnYear1,8/28/2021,-2147483646,1.6,L,1,2.2,,1,,89,,,,,,,,,,,,,,,,,QUKE,
_179,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_179,PreBurnYear1,8/28/2021,-2147483648,4.35,L,1,3.9,,1,,64,,,,,,,,,,,,,,,,,QUKE,
_179,PreBurnYear1,8/28/2021,-2147483647,4.85,L,1,2.7,,1,,69,,,,,,,,,,,,,,,,,QUKE,
_179,PreBurnYear1,8/28/2021,-2147483646,1.3,L,1,1.45,,1,,70,,,,,,,,,,,,,,,,,PIJE,
_179,PreBurnYear1,8/28/2021,-2147483645,2.95,L,1,2,,1,,71,,,,,,,,,,,,,,,,,PIJE,
_179,PreBurnYear1,8/28/2021,-2147483644,0.7,L,1,1.5,,1,,73,,,,,,,,,,,,,,,,,QUKE,
_179,PreBurnYear1,8/28/2021,-2147483643,5.75,L,1,4.3,,1,,75,,,,,,,,,,,,,,,,,QUKE,
_180,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_180,PreBurnYear1,8/28/2021,-2147483648,3.7,L,1,3.2,,1,,1,,,,,,,,,,,,,,,,,QUKE,
_180,PreBurnYear1,8/28/2021,-2147483647,2.1,L,1,3.4,,1,,5,,,,,,,,,,,,,,,,,QUKE,
_180,PreBurnYear1,8/28/2021,-2147483646,1.1,L,1,1.8,,1,,10,,,,,,,,,,,,,,,,,QUKE,
_180,PreBurnYear1,8/28/2021,-2147483645,0.75,L,1,1.8,,1,,22,,,,,,,,,,,,,,,,,QUKE,
_181,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_181,PreBurnYear1,8/28/2021,-2147483648,1.2,L,1,1.4,,1,,97,,,,,,,,,,,,,,,,,PIJE,
_181,PreBurnYear1,8/28/2021,-2147483647,0.4,L,1,1.5,,1,,102,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_195,PreBurnYear1,8/28/2021,-2147483648,2.4,L,1,3.2,,1,,128,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483647,1.3,L,1,2.1,,1,,129,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483646,4.3,L,1,4.2,,1,,130,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483645,0.35,L,1,1.6,,1,,139,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483644,6.9,L,1,4.5,,1,,148,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483643,6.8,L,1,4.1,,1,,152,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483642,0.8,L,1,1.8,,1,,154,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483641,0.25,L,1,1.5,,1,,155,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483640,1.4,L,1,2,,1,,157,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483639,1.4,L,1,2.2,,1,,158,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483638,1.4,L,1,2.2,,1,,160,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483637,4.3,L,1,4,,1,,161,,,,,,,,,,,,,,,,,QUKE,
_195,PreBurnYear1,8/28/2021,-2147483636,1,L,1,2.2,,1,,164,,,,,,,,,,,,,,,,,QUKE,
_196,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_196,PreBurnYear1,8/28/2021,-2147483648,3.45,L,1,3.4,,1,,169,,,,,,,,,,,,,,,,,QUKE,
_196,PreBurnYear1,8/28/2021,-2147483647,1.35,L,1,2,,1,,170,,,,,,,,,,,,,,,,,QUKE,
_197,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_197,PreBurnYear1,8/28/2021,-2147483648,5,L,1,4.2,,1,,176,,,,,,,,,,,,,,,,,QUKE,
_197,PreBurnYear1,8/28/2021,-2147483647,2.2,L,1,2.5,,1,,177,,,,,,,,,,,,,,,,,QUKE,
_197,PreBurnYear1,8/28/2021,-2147483646,0.6,L,1,1.6,,1,,178,,,,,,,,,,,,,,,,,QUKE,
_197,PreBurnYear1,8/28/2021,-2147483645,0.25,L,1,1.4,,1,,179,,,,,,,,,,,,,,,,,QUKE,
_197,PreBurnYear1,8/28/2021,-2147483644,2,L,1,1.4,,1,,180,,,,,,,,,,,,,,,,,QUKE,
_197,PreBurnYear1,8/28/2021,-2147483643,3.95,L,1,3.7,,1,,181,,,,,,,,,,,,,,,,,QUKE,
_197,PreBurnYear1,8/28/2021,-2147483642,0.9,L,1,1.7,,1,,182,,,,,,,,,,,,,,,,,QUKE,
_197,PreBurnYear1,8/28/2021,-2147483641,1.15,L,1,2,,1,,188,,,,,,,,,,,,,,,,,QUKE,
_198,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_198,PreBurnYear1,8/28/2021,-2147483648,0.85,L,1,1.8,,1,,191,,,,,,,,,,,,,,,,,QUKE,
_198,PreBurnYear1,8/28/2021,-2147483647,2.9,L,1,3.5,,1,,196,,,,,,,,,,,,,,,,,QUKE,
_198,PreBurnYear1,8/28/2021,-2147483646,0.6,D,1,1.5,,1,,198,,,,,,,,,,,,,,,,,QUKE,
_199,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_199,PreBurnYear1,8/28/2021,-2147483648,0.4,L,1,1.5,,1,,219,,,,,,,,,,,,,,,,,QUKE,
_199,PreBurnYear1,8/28/2021,-2147483647,7,L,1,4.4,,1,,225,,,,,,,,,,,,,,,,,QUKE,
_200,PreBurnYear1,8/28/2021,,,,,,,,,,,,,,,,,,,0.04,,,tag,,,,,TRUE
_200,PreBurnYear1,8/28/2021,-2147483648,3,L,1,3.1,,1,,200,,,,,,,,,,,,,,,,,QUKE,
_200,PreBurnYear1,8/28/2021,-2147483647,4,L,1,2.4,,1,,201,,,,,,,,,,,,,,,,,QUKE,
