,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
275,275,_129,PostBurnYear1,8/30/2021 14:19,605,L,55.05,26,90,C,7.6,2,NA,2,NA,NA,NA,NA,NA,PIJE,yr2,treat1,dormant_burn,old,2021,PIJE,L,N,55.05,90,N,N,NA,NA,NA,NA,old_exp_2021
276,276,_129,PostBurnYear1,8/30/2021 14:19,606,L,16.75,6.8,100,I,10,2.35,NA,0,NA,NA,NA,NA,NA,PIJE,yr2,treat1,dormant_burn,old,2021,PIJE,L,N,16.75,100,N,N,NA,NA,NA,NA,old_exp_2021
277,277,_129,PostBurnYear1,8/30/2021 14:19,608,L,47.7,24,100,C,15.8,1.95,NA,0.05,NA,NA,NA,NA,NA,PIJE,yr2,treat1,dormant_burn,old,2021,PIJE,L,N,47.7,100,N,N,NA,NA,NA,NA,old_exp_2021
278,278,_129,PostBurnYear1,8/30/2021 14:19,609,L,52.75,28,100,C,11,2.5,NA,2.1,NA,NA,NA,NA,NA,PIJE,yr2,treat1,dormant_burn,old,2021,PIJE,L,N,52.75,100,N,N,NA,NA,NA,NA,old_exp_2021
279,279,_129,PostBurnYear1,8/30/2021 14:19,610,L,81.6,24,90,I,2.6,4.5,NA,0.5,NA,NA,NA,NA,NA,QUKE,yr2,treat1,dormant_burn,old,2021,QUKE,L,N,81.6,90,N,N,NA,NA,NA,NA,old_exp_2021
280,280,_129,PostBurnYear1,8/30/2021 14:19,612,L,67.6,28.4,90,C,16,2.7,NA,1.4,NA,NA,NA,NA,NA,PIJE,yr2,treat1,dormant_burn,old,2021,PIJE,L,N,67.6,90,N,N,NA,NA,NA,NA,old_exp_2021
281,281,_129,PostBurnYear1,8/30/2021 14:19,614,L,8.35,6.6,100,S,2.5,1.25,NA,0.4,NA,NA,NA,NA,NA,QUKE,yr2,treat1,dormant_burn,old,2021,QUKE,L,N,8.35,100,N,N,NA,NA,NA,NA,old_exp_2021
282,282,_129,PostBurnYear1,8/30/2021 14:19,615,L,7.85,6.6,100,S,2.6,0.75,NA,0.3,NA,NA,NA,NA,NA,QUKE,yr2,treat1,dormant_burn,old,2021,QUKE,L,N,7.85,100,N,N,NA,NA,NA,NA,old_exp_2021
283,283,_129,PostBurnYear1,8/30/2021 14:19,617,L,56.9,26,100,C,15,2.95,NA,4.5,NA,NA,NA,NA,NA,PIJE,yr2,treat1,dormant_burn,old,2021,PIJE,L,N,56.9,100,N,N,NA,NA,NA,NA,old_exp_2021
284,284,_129,PostBurnYear1,8/30/2021 14:19,622,L,9.5,6.5,90,I,1.5,1.15,NA,0.2,NA,NA,NA,NA,NA,QUKE,yr2,treat1,dormant_burn,old,2021,QUKE,L,N,9.5,90,Y,N,NA,NA,NA,NA,old_exp_2021
285,285,_129,PostBurnYear1,8/30/2021 14:19,623,D,79.4,8.4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,QUKE,yr2,treat1,dormant_burn,old,2021,QUKE,D,N,79.4,NA,N,N,NA,NA,NA,NA,old_exp_2021
286,286,_129,PostBurnYear1,8/30/2021 14:19,624,D,70.7,8.9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,QUKE,yr2,treat1,dormant_burn,old,2021,QUKE,D,N,70.7,NA,N,N,NA,NA,NA,NA,old_exp_2021
746,746,_137,PostBurnYear1,8/30/2021 14:23,701,D,60.95,14.6,NA,NA,NA,NA,3,4.4,NA,NA,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,D,N,60.95,NA,N,N,NA,NA,NA,NA,old_exp_2021
747,747,_137,PostBurnYear1,8/30/2021 14:23,702,D,43.4,17.6,NA,NA,NA,NA,2,8.8,NA,NA,New Tag 970,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,D,N,43.4,NA,N,N,NA,NA,NA,New Tag 970,old_exp_2021
748,748,_137,PostBurnYear1,8/30/2021 14:23,703,D,41.15,16.2,NA,NA,NA,NA,1,5,16.2,100,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,D,N,41.15,NA,N,N,NA,NA,NA,NA,old_exp_2021
749,749,_137,PostBurnYear1,8/30/2021 14:23,704,D,56.3,20.4,NA,NA,NA,NA,2,4.8,NA,NA,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,D,N,56.3,NA,N,N,NA,NA,NA,NA,old_exp_2021
750,750,_137,PostBurnYear1,8/30/2021 14:23,705,L,64,20.5,100,C,5.7,3,NA,0.4,5.6,3,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,64,100,N,N,NA,NA,NA,NA,old_exp_2021
751,751,_137,PostBurnYear1,8/30/2021 14:23,707,L,47.1,9.8,60,I,1,1.62,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,L,N,47.1,60,N,N,NA,NA,NA,NA,old_exp_2021
752,752,_137,PostBurnYear1,8/30/2021 14:23,708,L,43.3,8.6,80,I,0.9,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,L,N,43.3,80,N,N,NA,NA,NA,NA,old_exp_2021
753,753,_134,PostBurnYear1,8/30/2021 14:22,740,L,35.9,19,40,C,13.6,1.35,NA,7.4,13.4,60,New tag 880,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,35.9,40,N,N,NA,NA,NA,New tag 880,old_exp_2021
754,754,_134,PostBurnYear1,8/30/2021 14:22,741,D,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2021
755,755,_134,PostBurnYear1,8/30/2021 14:22,743,L,39.4,12.6,30,C,3.2,2.75,NA,0.5,0,0,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,L,N,39.4,30,Y,Y,30,25,3,NA,old_exp_2021
756,756,_134,PostBurnYear1,8/30/2021 14:22,744,L,38.15,12,20,C,2.9,2.5,NA,0.3,0,0,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,L,N,38.15,20,Y,Y,85,98,34,NA,old_exp_2021
757,757,_134,PostBurnYear1,8/30/2021 14:22,745,D,14.05,4.5,NA,NA,NA,NA,NA,4.5,4.5,90,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,D,N,14.05,NA,N,N,NA,NA,NA,NA,old_exp_2021
758,758,_134,PostBurnYear1,8/30/2021 14:22,747,L,41.55,21.4,40,C,14.6,1,NA,9.6,14.6,60,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,41.55,40,N,N,NA,NA,NA,NA,old_exp_2021
759,759,_134,PostBurnYear1,8/30/2021 14:22,754,L,57.3,25.6,80,C,17,2.5,NA,10.4,17,20,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,57.3,80,N,N,NA,NA,NA,NA,old_exp_2021
760,760,_134,PostBurnYear1,8/30/2021 14:22,755,L,46.65,24.4,80,C,18.4,1.75,NA,8,18.4,20,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,46.65,80,N,N,NA,NA,NA,NA,old_exp_2021
761,761,_134,PostBurnYear1,8/30/2021 14:22,756,L,56.2,26,90,C,17.6,4.5,NA,7.6,0,0,New tag 881,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,56.2,90,N,N,NA,NA,NA,New tag 881,old_exp_2021
762,762,_134,PostBurnYear1,8/30/2021 14:22,757,L,58.4,23,60,C,17.4,4,NA,7.4,14.6,40,New tag 879,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,58.4,60,N,N,NA,NA,NA,New tag 879,old_exp_2021
763,763,_135,PostBurnYear1,8/30/2021 14:22,725,L,89,21,80,I,2.3,6,NA,2.2,NA,NA,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,L,N,89,80,Y,N,NA,NA,NA,NA,old_exp_2021
764,764,_135,PostBurnYear1,8/30/2021 14:22,726,L,79.3,33.2,90,C,19.2,2.25,NA,10.6,22,5,New Tag 878,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,79.3,90,N,N,NA,NA,NA,New Tag 878,old_exp_2021
765,765,_135,PostBurnYear1,8/30/2021 14:22,730,L,60.9,27.4,90,C,18.5,2.15,NA,9.6,NA,NA,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,60.9,90,N,N,NA,NA,NA,NA,old_exp_2021
766,766,_135,PostBurnYear1,8/30/2021 14:22,731,D,23.3,11.5,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,D,Y,23.3,NA,N,Y,71,106,3,NA,old_exp_2021
767,767,_135,PostBurnYear1,8/30/2021 14:22,732,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,D,N,NA,NA,NA,NA,NA,NA,NA,NA,old_exp_2021
768,768,_135,PostBurnYear1,8/30/2021 14:22,733,D,11.15,1.6,NA,NA,NA,NA,5,1.6,NA,NA,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,D,N,11.15,NA,N,N,NA,NA,NA,NA,old_exp_2021
769,769,_138,PostBurnYear1,8/30/2021 14:23,781,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,D,N,NA,NA,NA,NA,NA,NA,NA,NA,old_exp_2021
770,770,_138,PostBurnYear1,8/30/2021 14:23,782,L,24.05,7.8,30,I,6.2,0.55,NA,2.6,6.4,65,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,24.05,30,N,N,NA,NA,NA,NA,old_exp_2021
771,771,_138,PostBurnYear1,8/30/2021 14:23,784,L,146.5,22.6,30,D,4.4,6,NA,0,0,0,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,L,N,146.5,30,Y,N,NA,NA,NA,NA,old_exp_2021
772,772,_138,PostBurnYear1,8/30/2021 14:23,785,D,23.65,6,NA,NA,NA,NA,1,3,6,100,New Tag 169,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,D,N,23.65,NA,N,N,NA,NA,NA,New Tag 169,old_exp_2021
773,773,_138,PostBurnYear1,8/30/2021 14:23,786,L,25.7,8.2,10,I,6.4,1,NA,4.6,6.4,88,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,25.7,10,N,N,NA,NA,NA,NA,old_exp_2021
774,774,_138,PostBurnYear1,8/30/2021 14:23,787,L,26.75,10,10,I,8,1,NA,4,8.8,85,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,26.75,10,N,N,NA,NA,NA,NA,old_exp_2021
775,775,_138,PostBurnYear1,8/30/2021 14:23,788,L,25.5,9.6,10,I,8,1.1,NA,5,9.2,89,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,25.5,10,N,N,NA,NA,NA,NA,old_exp_2021
776,776,_139,PostBurnYear1,8/30/2021 14:24,771,L,59.9,26.2,90,C,15.5,2.25,NA,2.6,15.2,10,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,59.9,90,N,N,NA,NA,NA,NA,old_exp_2021
777,777,_139,PostBurnYear1,8/30/2021 14:24,772,L,78.5,27,80,C,24,3.25,NA,4.8,15,20,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,78.5,80,N,N,NA,NA,NA,NA,old_exp_2021
778,778,_139,PostBurnYear1,8/30/2021 14:24,773,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2021
779,779,_139,PostBurnYear1,8/30/2021 14:24,776,L,12.6,7.2,70,I,1.4,1.1,NA,0.35,0,0,NA,NA,NA,QUKE,yr2,treat2,dormant_burn,old,2021,QUKE,L,N,12.6,70,N,N,NA,NA,NA,NA,old_exp_2021
780,780,_139,PostBurnYear1,8/30/2021 14:24,777,L,47.85,20.8,90,C,12.3,2,NA,2.4,11.2,10,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,47.85,90,N,N,NA,NA,NA,NA,old_exp_2021
781,781,_139,PostBurnYear1,8/30/2021 14:24,778,L,40.55,20,90,C,14.8,1.75,NA,2.1,14.5,5,NA,NA,NA,PIJE,yr2,treat2,dormant_burn,old,2021,PIJE,L,N,40.55,90,N,N,NA,NA,NA,NA,old_exp_2021
1027,1027,_148,PostBurnYear1,8/30/2021 14:13,874,D,48.5,9.5,NA,NA,NA,NA,2,1.4,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,D,N,48.5,NA,N,N,NA,NA,NA,NA,old_exp_2021
1028,1028,_148,PostBurnYear1,8/30/2021 14:13,875,D,54,9.4,NA,NA,NA,NA,1,0.8,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,D,N,54,NA,N,N,NA,NA,NA,NA,old_exp_2021
1029,1029,_148,PostBurnYear1,8/30/2021 14:13,877,L,51.65,12.8,70,C,0.7,3.6,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,51.65,70,N,N,NA,NA,NA,NA,old_exp_2021
1030,1030,_148,PostBurnYear1,8/30/2021 14:13,878,L,36.3,14.1,90,C,5.5,3.35,NA,1.25,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,36.3,90,N,N,NA,NA,NA,NA,old_exp_2021
1031,1031,_148,PostBurnYear1,8/30/2021 14:13,879,L,8,5.2,100,S,1,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,8,100,N,N,NA,NA,NA,NA,old_exp_2021
1032,1032,_148,PostBurnYear1,8/30/2021 14:13,882,L,53,11.5,40,C,1.4,3.35,NA,2.5,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,53,40,N,N,NA,NA,NA,NA,old_exp_2021
1033,1033,_148,PostBurnYear1,8/30/2021 14:13,883,L,66.4,11,70,C,1.4,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,66.4,70,N,N,NA,NA,NA,NA,old_exp_2021
1034,1034,_148,PostBurnYear1,8/30/2021 14:13,884,L,18.8,7.8,80,I,2.6,2.5,NA,1.8,2.5,1,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,18.8,80,N,N,NA,NA,NA,NA,old_exp_2021
1035,1035,_148,PostBurnYear1,8/30/2021 14:13,885,L,36.45,14.2,90,C,7.5,3,NA,1.4,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,36.45,90,N,N,NA,NA,NA,NA,old_exp_2021
1036,1036,_148,PostBurnYear1,8/30/2021 14:13,880,L,8,6.1,100,S,0.9,2.1,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,8,100,N,N,NA,NA,NA,NA,old_exp_2021
1037,1037,_149,PostBurnYear1,8/30/2021 14:14,801,L,37.8,14.8,100,C,9,3,NA,4,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,37.8,100,N,N,NA,NA,NA,NA,old_exp_2021
1038,1038,_149,PostBurnYear1,8/30/2021 14:14,802,L,22.3,12.2,90,I,8,2.15,NA,2,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,22.3,90,N,N,NA,NA,NA,NA,old_exp_2021
1039,1039,_149,PostBurnYear1,8/30/2021 14:14,803,L,39.1,11,60,I,3.4,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,39.1,60,N,N,NA,NA,NA,NA,old_exp_2021
1040,1040,_149,PostBurnYear1,8/30/2021 14:14,804,L,35.2,12.6,80,I,4.6,2.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,35.2,80,N,N,NA,NA,NA,NA,old_exp_2021
1041,1041,_149,PostBurnYear1,8/30/2021 14:14,805,L,30.4,10.6,80,I,4.1,2.1,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,30.4,80,N,N,NA,NA,NA,NA,old_exp_2021
1042,1042,_149,PostBurnYear1,8/30/2021 14:14,806,L,26.3,12.2,50,C,8,1.65,NA,1,8.8,50,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,26.3,50,N,N,NA,NA,NA,NA,old_exp_2021
1043,1043,_149,PostBurnYear1,8/30/2021 14:14,807,L,14.35,7.6,60,S,4.4,1.4,NA,0.35,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,14.35,60,N,N,NA,NA,NA,NA,old_exp_2021
1044,1044,_149,PostBurnYear1,8/30/2021 14:14,808,L,52.2,11.2,90,I,2,4.1,NA,0.1,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,52.2,90,N,N,NA,NA,NA,NA,old_exp_2021
1045,1045,_149,PostBurnYear1,8/30/2021 14:14,809,L,10.3,5.5,40,I,3,1.25,NA,0.8,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,10.3,40,N,N,NA,NA,NA,NA,old_exp_2021
1046,1046,_149,PostBurnYear1,8/30/2021 14:14,810,L,28.95,11.6,90,I,5.1,2,NA,2.2,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,28.95,90,N,N,NA,NA,NA,NA,old_exp_2021
1047,1047,_149,PostBurnYear1,8/30/2021 14:14,811,L,15.1,7.6,100,I,4.2,1.5,NA,1,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,15.1,100,N,N,NA,NA,NA,NA,old_exp_2021
1048,1048,_149,PostBurnYear1,8/30/2021 14:14,813,L,24.1,9.6,90,I,5,2,NA,4,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,24.1,90,N,N,NA,NA,NA,NA,old_exp_2021
1049,1049,_149,PostBurnYear1,8/30/2021 14:14,814,L,22.5,9.6,100,I,5,2.25,NA,0.9,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,22.5,100,N,N,NA,NA,NA,NA,old_exp_2021
1050,1050,_149,PostBurnYear1,8/30/2021 14:14,815,D,7.65,4.2,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,D,N,7.65,NA,N,N,NA,NA,NA,NA,old_exp_2021
1051,1051,_149,PostBurnYear1,8/30/2021 14:14,816,L,23.95,10.6,100,C,5.2,1.95,NA,2.4,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,23.95,100,N,N,NA,NA,NA,NA,old_exp_2021
1052,1052,_149,PostBurnYear1,8/30/2021 14:14,818,L,29.8,12.6,90,C,7.4,2.25,NA,0.8,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,29.8,90,N,N,NA,NA,NA,NA,old_exp_2021
1053,1053,_149,PostBurnYear1,8/30/2021 14:14,819,L,23.85,8.6,30,I,5.8,1,NA,3,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,23.85,30,N,N,NA,NA,NA,NA,old_exp_2021
1054,1054,_149,PostBurnYear1,8/30/2021 14:14,820,L,27,11.2,50,I,7.6,1.75,NA,1.4,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,27,50,N,N,NA,NA,NA,NA,old_exp_2021
1055,1055,_149,PostBurnYear1,8/30/2021 14:14,821,L,40.9,14.6,70,C,9.8,2,NA,6,9.8,30,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,40.9,70,N,N,NA,NA,NA,NA,old_exp_2021
1056,1056,_149,PostBurnYear1,8/30/2021 14:14,822,L,68.2,22,90,C,11,5.25,NA,2.2,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,68.2,90,N,N,NA,NA,NA,NA,old_exp_2021
1057,1057,_149,PostBurnYear1,8/30/2021 14:14,823,D,35.1,8.4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,D,N,35.1,NA,N,N,NA,NA,NA,NA,old_exp_2021
1063,1063,_147,PostBurnYear1,9/30/2021 14:12,863,L,8.05,6,100,I,1.5,1.6,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,8.05,100,N,N,NA,NA,NA,NA,old_exp_2021
1064,1064,_147,PostBurnYear1,9/30/2021 14:12,864,L,8.4,6,100,I,1.2,1.7,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,8.4,100,N,N,NA,NA,NA,NA,old_exp_2021
1065,1065,_147,PostBurnYear1,9/30/2021 14:12,868,L,18.65,8.4,100,I,1.4,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,18.65,100,N,N,NA,NA,NA,NA,old_exp_2021
1066,1066,_147,PostBurnYear1,9/30/2021 14:12,869,L,35.1,12.8,90,I,2.3,3,NA,1.8,2.5,0.5,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,35.1,90,N,N,NA,NA,NA,NA,old_exp_2021
1067,1067,_147,PostBurnYear1,9/30/2021 14:12,870,L,11.4,6.2,80,S,2.2,2.25,NA,4.7,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,11.4,80,Y,Y,47,98,33,NA,old_exp_2021
1068,1068,_147,PostBurnYear1,9/30/2021 14:12,871,L,57.1,20.5,100,C,9.2,4.1,NA,0,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,57.1,100,N,N,NA,NA,NA,NA,old_exp_2021
1069,1069,_147,PostBurnYear1,9/30/2021 14:12,873,L,37.1,8.2,20,C,1.4,3.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,37.1,20,N,Y,64,97,1,NA,old_exp_2021
1070,1070,_151,PostBurnYear1,8/30/2021 14:15,585,L,27.5,10.8,90,C,1,3.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,27.5,90,N,N,NA,NA,NA,NA,old_exp_2021
1071,1071,_151,PostBurnYear1,8/30/2021 14:15,587,L,9.95,6,60,I,1.4,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,9.95,60,N,N,NA,NA,NA,NA,old_exp_2021
1072,1072,_151,PostBurnYear1,8/30/2021 14:15,588,L,10.8,6.5,70,I,1.5,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,10.8,70,N,N,NA,NA,NA,NA,old_exp_2021
1073,1073,_151,PostBurnYear1,8/30/2021 14:15,589,L,15,8,90,C,1.75,2.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,15,90,N,N,NA,NA,NA,NA,old_exp_2021
1074,1074,_151,PostBurnYear1,8/30/2021 14:15,591,L,13.55,8.2,100,C,1.2,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,13.55,100,N,N,NA,NA,NA,NA,old_exp_2021
1075,1075,_151,PostBurnYear1,8/30/2021 14:15,592,L,8.25,5,100,I,1.1,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,8.25,100,N,N,NA,NA,NA,NA,old_exp_2021
1076,1076,_151,PostBurnYear1,8/30/2021 14:15,594,L,10.9,5,100,I,0.5,2.1,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,10.9,100,N,N,NA,NA,NA,NA,old_exp_2021
1077,1077,_151,PostBurnYear1,8/30/2021 14:15,595,L,16.8,7.2,100,O,0.7,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,16.8,100,N,N,NA,NA,NA,NA,old_exp_2021
1078,1078,_146,PostBurnYear1,9/30/2021 14:12,849,L,60.1,19.2,100,C,6.5,4.2,NA,2.4,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,L,N,60.1,100,N,N,NA,NA,NA,NA,old_exp_2021
1079,1079,_146,PostBurnYear1,9/30/2021 14:12,851,D,17.6,6.5,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,PIJE,yr2,treat4,dormant_burn,old,2021,PIJE,D,N,17.6,NA,N,N,NA,NA,NA,NA,old_exp_2021
1080,1080,_146,PostBurnYear1,9/30/2021 14:12,854,L,54,8.2,70,C,1,4.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,54,70,N,N,NA,NA,NA,NA,old_exp_2021
1081,1081,_146,PostBurnYear1,9/30/2021 14:12,855,L,50.6,10.8,90,C,0.4,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,50.6,90,N,N,NA,NA,NA,NA,old_exp_2021
1082,1082,_146,PostBurnYear1,9/30/2021 14:12,866,L,52.5,11.8,100,C,1,6.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,dormant_burn,old,2021,QUKE,L,N,52.5,100,N,N,NA,NA,NA,NA,old_exp_2021
272,272,_132,PostBurnYear1,8/30/2021 14:21,626,D,16.95,8,NA,NA,NA,NA,1,2.2,2.2,98,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,D,N,16.95,NA,N,N,NA,NA,NA,NA,old_exp_2021
273,273,_132,PostBurnYear1,8/30/2021 14:21,628,L,71.6,26.8,20,C,20.5,2.25,NA,8.2,20.5,77,NA,NA,NA,PIJE,yr2,treat1,leafout_burn,old,2021,PIJE,L,N,71.6,20,N,N,NA,NA,NA,NA,old_exp_2021
