,macro_plot_name,monitoring_status,date,size_cl_dia,status,avg_ht,comment,tag_no,top_kill_y_n,resprout_y_n,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,basal_resprout_count,uv2,uv3,uv1desc,uv2desc,uv3desc,sa_comment,species_symbol,treatment_burn,experiment
615,_153,PostBurnYear1,8/30/2021 14:16,6.85,L,4.5,NA,173,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
616,_156,PostBurnYear1,8/30/2021 14:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,control,old
617,_156,PostBurnYear1,8/30/2021 14:17,3.6,L,3,NA,164,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
618,_157,PostBurnYear1,8/30/2021 14:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,old
619,_157,PostBurnYear1,8/30/2021 14:17,1.5,L,2.3,NA,143,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
620,_157,PostBurnYear1,8/30/2021 14:17,2.05,L,2.3,NA,144,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
621,_157,PostBurnYear1,8/30/2021 14:17,2.85,L,3,NA,145,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
622,_157,PostBurnYear1,8/30/2021 14:17,4.8,L,4.5,NA,149,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
623,_157,PostBurnYear1,8/30/2021 14:17,4.65,L,4,NA,150,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
624,_158,PostBurnYear1,8/30/2021 14:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,old
625,_158,PostBurnYear1,8/30/2021 14:18,7.2,L,3,NA,111,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
626,_158,PostBurnYear1,8/30/2021 14:18,4.2,Ll,2,NA,112,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
627,_158,PostBurnYear1,8/30/2021 14:18,5.65,L,3.2,NA,115,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
628,_158,PostBurnYear1,8/30/2021 14:18,2.9,L,2.1,NA,122,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
629,_158,PostBurnYear1,8/30/2021 14:18,6.3,L,5,NA,125,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
630,_158,PostBurnYear1,8/30/2021 14:18,3.2,L,2.2,NA,126,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
631,_158,PostBurnYear1,8/30/2021 14:18,3.5,L,2.4,NA,128,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
632,_158,PostBurnYear1,8/30/2021 14:18,1.4,L,2.1,NA,129,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
633,_158,PostBurnYear1,8/30/2021 14:18,4.9,L,4.3,NA,130,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
634,_158,PostBurnYear1,8/30/2021 14:18,0.5,L,1.6,NA,132,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
635,_158,PostBurnYear1,8/30/2021 14:18,1.55,L,2.1,NA,137,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
636,_158,PostBurnYear1,8/30/2021 14:18,5.15,L,2.2,NA,136,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
378,_150,PostBurnYear2,9/26/2022 11:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,control,old
379,_150,PostBurnYear2,9/26/2022 11:01,6.95,L,4.2,NA,824,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
380,_150,PostBurnYear2,9/26/2022 11:01,0.7,L,1.45,NA,825,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
381,_150,PostBurnYear2,9/26/2022 11:01,2.1,L,1.8,NA,826,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
382,_150,PostBurnYear2,9/26/2022 11:01,1.4,L,1.9,NA,827,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
383,_150,PostBurnYear2,9/26/2022 11:01,0.55,L,1.45,NA,828,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
384,_150,PostBurnYear2,9/26/2022 11:01,1.7,L,2.3,NA,829,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
385,_150,PostBurnYear2,9/26/2022 11:01,3.9,L,3,NA,830,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
386,_150,PostBurnYear2,9/26/2022 11:01,6.2,L,4.1,NA,831,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
387,_150,PostBurnYear2,9/26/2022 11:01,3.25,L,3.6,NA,832,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
388,_150,PostBurnYear2,9/26/2022 11:01,4.1,L,3,NA,833,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
389,_150,PostBurnYear2,9/26/2022 11:01,5.6,L,4,NA,834,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
390,_150,PostBurnYear2,9/26/2022 11:01,8.15,L,4.5,NA,835,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
391,_150,PostBurnYear2,9/26/2022 11:01,3.3,L,3.8,NA,836,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
392,_150,PostBurnYear2,9/26/2022 11:01,0.85,L,1.8,NA,839,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
393,_150,PostBurnYear2,9/26/2022 11:01,0.7,L,1.5,NA,841,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
394,_150,PostBurnYear2,9/26/2022 11:01,2.1,L,2.3,NA,844,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
395,_150,PostBurnYear2,9/26/2022 11:01,3.6,L,3,NA,845,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
396,_150,PostBurnYear2,9/26/2022 11:01,2.4,L,2.9,NA,846,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
647,_152,PostBurnYear2,9/26/2022 11:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to plant,D. to CWD,neighbor,NA,control,old
648,_152,PostBurnYear2,9/26/2022 11:02,3.8,L,2.5,NA,202,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
649,_153,PostBurnYear2,9/26/2022 11:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to plant,D. to CWD,neighbor,NA,control,old
650,_153,PostBurnYear2,9/26/2022 11:03,8.4,L,4.3,NA,172,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
651,_153,PostBurnYear2,9/26/2022 11:03,7.7,L,5.2,NA,173,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
652,_156,PostBurnYear2,9/26/2022 11:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,control,old
653,_156,PostBurnYear2,9/26/2022 11:04,4,L,3,NA,164,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
654,_157,PostBurnYear2,9/26/2022 11:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,old
655,_157,PostBurnYear2,9/26/2022 11:05,2,L,2.3,NA,143,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
656,_157,PostBurnYear2,9/26/2022 11:05,2.7,L,2.6,NA,144,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
657,_157,PostBurnYear2,9/26/2022 11:05,3.3,L,3.2,NA,145,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
658,_157,PostBurnYear2,9/26/2022 11:05,5.6,L,4.6,NA,149,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
659,_157,PostBurnYear2,9/26/2022 11:05,5.8,L,4.3,NA,150,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
660,_157,PostBurnYear2,9/26/2022 11:05,1.95,L,2.2,Resprout out of dead tree 146.,146,N,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
661,_157,PostBurnYear2,9/26/2022 11:05,0.75,L,1.43,No tag; maybe a sapling that was missed the previous years.,NA,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
662,_158,PostBurnYear2,9/26/2022 11:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,old
663,_158,PostBurnYear2,9/26/2022 11:05,7.4,L,2.8,NA,111,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
664,_158,PostBurnYear2,9/26/2022 11:05,4.2,L,1.7,NA,112,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
665,_158,PostBurnYear2,9/26/2022 11:05,5.8,D,2.6,NA,115,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
666,_158,PostBurnYear2,9/26/2022 11:05,3.85,L,2,NA,122,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
667,_158,PostBurnYear2,9/26/2022 11:05,7.1,L,5.1,NA,125,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
668,_158,PostBurnYear2,9/26/2022 11:05,3.45,L,2.1,NA,126,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
669,_158,PostBurnYear2,9/26/2022 11:05,4,L,2.2,NA,128,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
670,_158,PostBurnYear2,9/26/2022 11:05,1.45,L,1.85,NA,129,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
671,_158,PostBurnYear2,9/26/2022 11:05,5.45,L,4.2,NA,130,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
672,_158,PostBurnYear2,9/26/2022 11:05,1,L,1.6,NA,132,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
673,_158,PostBurnYear2,9/26/2022 11:05,1.9,L,1.8,NA,137,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,control,old
674,_158,PostBurnYear2,9/26/2022 11:05,5.2,L,2,NA,136,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,control,old
433,_150,PreBurn,9/17/2020 9:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,control,old
434,_150,PreBurn,9/17/2020 9:00,6.13,L,4.1,QUKE_TSA,824,NA,NA,NA,NA,NA,NA,NA,0.7,2,NA,NA,NA,NA,QUKE,control,old
435,_150,PreBurn,9/17/2020 9:00,0.45,L,1.45,QUKE_TSA,825,NA,NA,NA,NA,NA,NA,NA,0;4,3,NA,NA,NA,NA,QUKE,control,old
436,_150,PreBurn,9/17/2020 9:00,1.55,L,2.2,QUKE_TSA,826,NA,NA,NA,NA,NA,NA,NA,0.4,3.4,NA,NA,NA,NA,QUKE,control,old
437,_150,PreBurn,9/17/2020 9:00,1,L,1.7,QUKE_TSA,827,NA,NA,NA,NA,NA,NA,NA,0.5,2,NA,NA,NA,NA,QUKE,control,old
438,_150,PreBurn,9/17/2020 9:00,0.4,L,1.5,QUKE_TSA,828,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,QUKE,control,old
439,_150,PreBurn,9/17/2020 9:00,1.2,L,2.3,QUKE_TSA,829,NA,NA,NA,NA,NA,NA,NA,1.5,0.6,NA,NA,NA,NA,QUKE,control,old
440,_150,PreBurn,9/17/2020 9:00,3.2,L,3,QUKE_TSE,830,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,QUKE,control,old
441,_150,PreBurn,9/17/2020 9:00,4.85,L,3.5,QUKE_TSE,831,NA,NA,NA,NA,NA,NA,NA,1,1.8,NA,NA,NA,NA,QUKE,control,old
442,_150,PreBurn,9/17/2020 9:00,2.5,L,2.5,QUKE_TSE,832,NA,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,QUKE,control,old
443,_150,PreBurn,9/17/2020 9:00,4.2,L,2.1,QUKE_TSE,833,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,QUKE,control,old
444,_150,PreBurn,9/17/2020 9:00,5,L,3.8,ERWR_SL,834,NA,NA,NA,NA,NA,NA,NA,0.5,3.8,NA,NA,NA,NA,QUKE,control,old
445,_150,PreBurn,9/17/2020 9:00,7.2,L,4.2,ERWR_SL,835,NA,NA,NA,NA,NA,NA,NA,0.8,4.1,NA,NA,NA,NA,QUKE,control,old
446,_150,PreBurn,9/17/2020 9:00,2.7,L,3.3,ERWR_SL,836,NA,NA,NA,NA,NA,NA,NA,0.2,6.2,NA,NA,NA,NA,QUKE,control,old
447,_150,PreBurn,9/17/2020 9:00,0.49,L,1.55,QUKE_TOV,839,NA,NA,NA,NA,NA,NA,NA,1.5,2,NA,NA,NA,NA,QUKE,control,old
448,_150,PreBurn,9/17/2020 9:00,0.4,L,1.41,QUKE_TOV,841,NA,NA,NA,NA,NA,NA,NA,0.8,0.3,NA,NA,NA,NA,QUKE,control,old
449,_150,PreBurn,9/17/2020 9:00,1.35,L,2.1,PRVI_SM,844,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,NA,NA,NA,NA,QUKE,control,old
450,_150,PreBurn,9/17/2020 9:00,1.75,L,3,PRVI_SM,845,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,QUKE,control,old
451,_150,PreBurn,9/17/2020 9:00,1.8,L,2.7,CEBE_ST,846,NA,NA,NA,NA,NA,NA,NA,0.5,0,NA,NA,NA,NA,QUKE,control,old
675,_152,PreBurn,10/14/2020 11:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to plant,D. to CWD,neighbor,NA,control,old
676,_152,PreBurn,10/14/2020 11:10,2.8,L,2.6,QUKE-TSA,202,NA,NA,NA,NA,NA,NA,NA,0.2,1.4,NA,NA,NA,NA,QUKE,control,old
677,_153,PreBurn,10/14/2020 11:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to plant,D. to CWD,neighbor,NA,control,old
678,_153,PreBurn,10/14/2020 11:10,6.6,L,4,CEBE-SM,172,NA,NA,NA,NA,NA,NA,NA,1.3,0.1,NA,NA,NA,NA,QUKE,control,old
679,_153,PreBurn,10/14/2020 11:10,6.3,L,4.5,ERWR-SL,173,NA,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,QUKE,control,old
680,_156,PreBurn,10/14/2020 11:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,control,old
681,_156,PreBurn,10/14/2020 11:10,3.4,L,2.3,PIJE- Dead-TSE,1.6,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,QUKE,control,old
682,_157,PreBurn,10/14/2020 11:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,old
683,_157,PreBurn,10/14/2020 11:10,1.25,L,2,QUKE-TSA,143,NA,NA,NA,NA,NA,NA,NA,1.4,1.5,NA,NA,NA,NA,QUKE,control,old
684,_157,PreBurn,10/14/2020 11:10,1.65,L,1.9,PIJE-TOV,144,NA,NA,NA,NA,NA,NA,NA,1,1.4,NA,NA,NA,NA,QUKE,control,old
685,_157,PreBurn,10/14/2020 11:10,2.25,L,2.5,QUKE-TOV,145,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,QUKE,control,old
686,_157,PreBurn,10/14/2020 11:10,3.05,L,5.4,QUKE-TOV,149,NA,NA,NA,NA,NA,NA,NA,1.5,0,NA,NA,NA,NA,QUKE,control,old
687,_157,PreBurn,10/14/2020 11:10,3.15,L,4.2,QUKE-TSA,150,NA,NA,NA,NA,NA,NA,NA,2,1.4,NA,NA,NA,NA,QUKE,control,old
688,_158,PreBurn,10/14/2020 11:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tag #,D. to Plant,D. to CWD,neighbor,NA,control,old
689,_158,PreBurn,10/14/2020 11:10,7.15,L,3,PIJE-TSA,1,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,PIJE,control,old
690,_158,PreBurn,10/14/2020 11:10,4.3,L,2,PIJE-TSA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,PIJE,control,old
691,_158,PreBurn,10/14/2020 11:10,5.8,L,2.4,PIJE-TOV,1.2,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,PIJE,control,old
692,_158,PreBurn,10/14/2020 11:10,1.8,L,2,ERWR-SL,0.65,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,PIJE,control,old
693,_158,PreBurn,10/14/2020 11:10,6,L,4.5,PIJE-DEAD,2.6,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,QUKE,control,old
694,_158,PreBurn,10/14/2020 11:10,3,L,2.1,QUKE-TOV,1.1,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,QUKE,control,old
695,_158,PreBurn,10/14/2020 11:10,3,L,2.3,QUKE-TSA,0.9,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,QUKE,control,old
696,_158,PreBurn,10/14/2020 11:10,1.2,L,1.9,QUKE-TSA,0.9,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,QUKE,control,old
697,_158,PreBurn,10/14/2020 11:10,4.55,L,4,PIJE-TOV,1.1,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,QUKE,control,old
698,_158,PreBurn,10/14/2020 11:10,0.5,L,1.5,PIJE-TOV,0.7,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,QUKE,control,old
699,_158,PreBurn,10/14/2020 11:10,1.2,L,1.8,PIJE-TOV,0.8,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,QUKE,control,old
700,_158,PreBurn,10/14/2020 11:10,5.2,L,2.2,QUKE-TSA,1.1,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,PIJE,control,old
1,_128,PostBurnYear1,8/30/2021 14:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
2,_128,PostBurnYear1,8/30/2021 14:19,0.7,D,1.9,NA,651,Y,Y,N,Y,74,50,8,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
3,_128,PostBurnYear1,8/30/2021 14:19,0.55,D,1.9,NA,654,Y,Y,N,Y,38,41,4,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
4,_128,PostBurnYear1,8/30/2021 14:19,0.4,D,1.55,NA,656,Y,Y,N,Y,25,26,1,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
5,_128,PostBurnYear1,8/30/2021 14:19,3,D,3.4,NA,658,Y,Y,N,Y,38,68,8,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
6,_128,PostBurnYear1,8/30/2021 14:19,2.19,D,3,NA,659,Y,Y,N,Y,69,77,9,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
7,_128,PostBurnYear1,8/30/2021 14:19,0,D,NA,NA,660,Y,Y,N,Y,55,70,9,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
8,_128,PostBurnYear1,8/30/2021 14:19,0,D,NA,NA,661,Y,Y,N,Y,23,36,8,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
9,_128,PostBurnYear1,8/30/2021 14:19,4.6,D,4.1,NA,662,Y,Y,N,Y,57,90,15,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
10,_128,PostBurnYear1,8/30/2021 14:19,1.1,D,2.2,NA,665,Y,Y,N,Y,79,56,6,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
11,_128,PostBurnYear1,8/30/2021 14:19,0.85,D,1.8,NA,666,Y,Y,N,Y,52,38,7,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
12,_128,PostBurnYear1,8/30/2021 14:19,1.35,D,2.4,NA,667,Y,Y,N,Y,73,75,13,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
13,_128,PostBurnYear1,8/30/2021 14:19,0.95,D,2.3,New tag 669,668,Y,Y,N,Y,58,39,9,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
24,_130,PostBurnYear1,8/30/2021 14:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
25,_130,PostBurnYear1,8/30/2021 14:20,0.8,D,1.5,NA,639,Y,Y,N,Y,32,30,4,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
26,_131,PostBurnYear1,8/30/2021 14:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tag,D. to Plant,D. to CWD,neighbor,NA,leafout_burn,old
27,_131,PostBurnYear1,8/30/2021 14:20,3.3,D,2.1,NA,673,N,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,leafout_burn,old
