,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
130,130,_153,PreBurn,8/30/2021 14:16,176,D,51.85,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,D,N,51.85,NA,N,N,NA,NA,NA,NA,old_exp_2021
131,131,_156,PreBurn,8/30/2021 14:17,151,L,13.95,7,90,I,0.1,1.5,NA,0,NA,NA,NA,NA,NA,QUCH2,controls,treat,control,new,2021,QUCH2,L,N,13.95,90,N,N,NA,NA,NA,NA,old_exp_2021
132,132,_156,PreBurn,8/30/2021 14:17,152,L,26.5,10.2,90,I,0.5,3.5,NA,0,NA,NA,NA,NA,NA,QUCH2,controls,treat,control,new,2021,QUCH2,L,N,26.5,90,N,N,NA,NA,NA,NA,old_exp_2021
133,133,_156,PreBurn,8/30/2021 14:17,153,L,24.9,10.5,90,I,2,3,NA,0,NA,NA,NA,NA,NA,QUCH2,controls,treat,control,new,2021,QUCH2,L,N,24.9,90,N,N,NA,NA,NA,NA,old_exp_2021
134,134,_156,PreBurn,8/30/2021 14:17,154,D,11.35,3.4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,D,N,11.35,NA,N,N,NA,NA,NA,NA,old_exp_2021
135,135,_156,PreBurn,8/30/2021 14:17,155,L,20.8,10.8,40,I,6.2,1.5,NA,2.5,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,20.8,40,N,N,NA,NA,NA,NA,old_exp_2021
136,136,_156,PreBurn,8/30/2021 14:17,156,L,32.8,12,70,C,5.6,1.75,NA,4,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,32.8,70,N,N,NA,NA,NA,NA,old_exp_2021
137,137,_156,PreBurn,8/30/2021 14:17,157,D,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2021
138,138,_156,PreBurn,8/30/2021 14:17,158,L,26.9,9.7,70,I,2.5,1,NA,2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,26.9,70,N,N,NA,NA,NA,NA,old_exp_2021
139,139,_156,PreBurn,8/30/2021 14:17,159,D,10.3,1.5,NA,NA,NA,NA,5,1.5,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,D,N,10.3,NA,N,N,NA,NA,NA,NA,old_exp_2021
140,140,_156,PreBurn,8/30/2021 14:17,160,L,58.8,9.2,70,C,0.1,4.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,58.8,70,N,N,NA,NA,NA,NA,old_exp_2021
141,141,_156,PreBurn,8/30/2021 14:17,161,L,14.8,8,90,I,2,0.85,NA,0.4,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,14.8,90,N,N,NA,NA,NA,NA,old_exp_2021
142,142,_156,PreBurn,8/30/2021 14:17,162,L,20.3,7,80,S,3.8,1.25,NA,1,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,20.3,80,N,N,NA,NA,NA,NA,old_exp_2021
143,143,_156,PreBurn,8/30/2021 14:17,163,L,31.5,11.8,90,C,2.1,1.45,NA,1.4,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,31.5,90,N,N,NA,NA,NA,NA,old_exp_2021
144,144,_156,PreBurn,8/30/2021 14:17,165,L,13.85,6.2,90,S,1.9,1.2,NA,0.5,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,13.85,90,N,N,NA,NA,NA,NA,old_exp_2021
145,145,_156,PreBurn,8/30/2021 14:17,166,L,46.1,6.4,90,I,1.1,3.75,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,46.1,90,N,N,NA,NA,NA,NA,old_exp_2021
146,146,_156,PreBurn,8/30/2021 14:17,167,D,29.3,2.7,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,D,N,29.3,NA,N,N,NA,NA,NA,NA,old_exp_2021
147,147,_156,PreBurn,8/30/2021 14:17,168,L,34.55,9,80,S,0.4,2,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,34.55,80,N,N,NA,NA,NA,NA,old_exp_2021
148,148,_156,PreBurn,8/30/2021 14:17,169,L,55.3,8.4,90,S,2.2,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,55.3,90,N,N,NA,NA,NA,NA,old_exp_2021
149,149,_156,PreBurn,8/30/2021 14:17,170,L,47.4,15,90,C,8.6,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,47.4,90,N,N,NA,NA,NA,NA,old_exp_2021
150,150,_156,PreBurn,8/30/2021 14:17,171,L,32.1,10.8,80,S,5.4,1.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2021,QUKE,L,N,32.1,80,N,N,NA,NA,NA,NA,old_exp_2021
151,151,_156,PreBurn,8/30/2021 14:17,964,L,13.9,5.4,90,S,2.1,1,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2021,PIJE,L,N,13.9,90,N,N,NA,NA,NA,NA,old_exp_2021
1058,1058,_150,PreBurn,8/30/2021 14:14,837,L,67.6,16.6,60,C,1.6,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,control,new,2021,QUKE,L,N,67.6,60,N,N,NA,NA,NA,NA,old_exp_2021
1059,1059,_150,PreBurn,8/30/2021 14:14,838,L,48.9,11.5,80,C,1.7,4.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,control,new,2021,QUKE,L,N,48.9,80,N,N,NA,NA,NA,NA,old_exp_2021
1060,1060,_150,PreBurn,8/30/2021 14:14,840,L,13.3,6.5,100,I,1,2.1,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,control,new,2021,QUKE,L,N,13.3,100,N,N,NA,NA,NA,NA,old_exp_2021
1061,1061,_150,PreBurn,8/30/2021 14:14,842,L,10.7,6,80,I,0.2,1.6,NA,0,NA,NA,NA,NA,NA,QUKE,yr2,treat4,control,new,2021,QUKE,L,N,10.7,80,N,N,NA,NA,NA,NA,old_exp_2021
1062,1062,_150,PreBurn,8/30/2021 14:14,843,D,64.85,17.4,NA,NA,NA,NA,2,2.5,NA,NA,NA,NA,NA,QUKE,yr2,treat4,control,new,2021,QUKE,D,N,64.85,NA,N,N,NA,NA,NA,NA,old_exp_2021
162,162,_152,PostBurnYear1,9/26/2022 11:02,203,L,54.75,20.4,90,C,10.6,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,54.75,90,N,N,NA,NA,NA,NA,old_exp_2022
163,163,_152,PostBurnYear1,9/26/2022 11:02,204,L,20.75,8.6,90,I,2.8,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,20.75,90,N,N,NA,NA,NA,NA,old_exp_2022
164,164,_152,PostBurnYear1,9/26/2022 11:02,205,L,64.95,20,100,C,10.8,3,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,64.95,100,N,N,NA,NA,NA,NA,old_exp_2022
165,165,_152,PostBurnYear1,9/26/2022 11:02,206,L,64.55,22,100,C,11,2.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,64.55,100,N,N,NA,NA,NA,NA,old_exp_2022
166,166,_152,PostBurnYear1,9/26/2022 11:02,207,L,49.25,18,100,C,12.2,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,49.25,100,N,N,NA,NA,NA,NA,old_exp_2022
167,167,_152,PostBurnYear1,9/26/2022 11:02,208,L,50.5,18.3,100,C,7.7,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,50.5,100,N,N,NA,NA,NA,NA,old_exp_2022
168,168,_154,PostBurnYear1,9/26/2022 11:04,101,L,9.4,3.2,100,I,0.2,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,9.4,100,N,N,NA,NA,NA,NA,old_exp_2022
169,169,_154,PostBurnYear1,9/26/2022 11:04,102,L,41.5,18.2,80,C,10.2,1.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,41.5,80,N,N,NA,NA,NA,NA,old_exp_2022
170,170,_154,PostBurnYear1,9/26/2022 11:04,103,L,47.15,19,100,C,10.4,2.2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,47.15,100,N,N,NA,NA,NA,NA,old_exp_2022
171,171,_154,PostBurnYear1,9/26/2022 11:04,104,L,26.45,11,90,I,4.6,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,26.45,90,N,N,NA,NA,NA,NA,old_exp_2022
172,172,_154,PostBurnYear1,9/26/2022 11:04,105,L,9.5,4,100,S,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,9.5,100,N,N,NA,NA,NA,NA,old_exp_2022
173,173,_154,PostBurnYear1,9/26/2022 11:04,106,L,91.4,18.5,80,C,1.1,4,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,91.4,80,N,N,NA,NA,NA,NA,old_exp_2022
174,174,_154,PostBurnYear1,9/26/2022 11:04,107,L,49.8,15.4,70,C,10.8,2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,49.8,70,N,N,NA,NA,NA,NA,old_exp_2022
175,175,_158,PostBurnYear1,9/26/2022 11:05,109,L,52.4,15.5,90,C,12,2.25,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,52.4,90,N,N,NA,NA,NA,NA,old_exp_2022
176,176,_158,PostBurnYear1,9/26/2022 11:05,110,L,119.7,6.2,40,I,0.3,1.5,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,119.7,40,N,N,NA,NA,NA,NA,old_exp_2022
177,177,_158,PostBurnYear1,9/26/2022 11:05,113,L,8.2,4.1,70,S,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,8.2,70,N,N,NA,NA,NA,NA,old_exp_2022
178,178,_158,PostBurnYear1,9/26/2022 11:05,114,L,49.9,16.5,90,C,8.4,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,49.9,90,N,N,NA,NA,NA,NA,old_exp_2022
179,179,_158,PostBurnYear1,9/26/2022 11:05,116,L,36.5,10.5,20,I,9,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,36.5,20,N,N,NA,NA,NA,NA,old_exp_2022
180,180,_158,PostBurnYear1,9/26/2022 11:05,117,L,25.6,12.4,10,I,10,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,25.6,10,N,N,NA,NA,NA,NA,old_exp_2022
181,181,_158,PostBurnYear1,9/26/2022 11:05,118,L,66.1,15,90,C,2.3,4.75,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,66.1,90,N,N,NA,NA,NA,NA,old_exp_2022
182,182,_158,PostBurnYear1,9/26/2022 11:05,119,L,75.8,15.6,90,C,0.3,4.5,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,75.8,90,N,N,NA,NA,NA,NA,old_exp_2022
183,183,_158,PostBurnYear1,9/26/2022 11:05,120,L,15.1,5,90,S,1.5,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,15.1,90,N,N,NA,NA,NA,NA,old_exp_2022
184,184,_158,PostBurnYear1,9/26/2022 11:05,121,L,12.85,4.8,90,S,1.4,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,12.85,90,N,N,NA,NA,NA,NA,old_exp_2022
185,185,_158,PostBurnYear1,9/26/2022 11:05,123,L,22.4,8.9,100,I,0.3,3,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,22.4,100,N,N,NA,NA,NA,NA,old_exp_2022
186,186,_158,PostBurnYear1,9/26/2022 11:05,124,L,9.2,6.7,100,I,0,1.75,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,9.2,100,N,N,NA,NA,NA,NA,old_exp_2022
187,187,_158,PostBurnYear1,9/26/2022 11:05,127,L,26.65,8.1,100,I,0.8,3.5,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,26.65,100,N,N,NA,NA,NA,NA,old_exp_2022
188,188,_158,PostBurnYear1,9/26/2022 11:05,131,L,42.5,18.3,90,C,11.2,3.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,42.5,90,N,N,NA,NA,NA,NA,old_exp_2022
189,189,_158,PostBurnYear1,9/26/2022 11:05,133,L,10.35,5.1,10,S,0.3,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,10.35,10,N,N,NA,NA,NA,NA,old_exp_2022
190,190,_158,PostBurnYear1,9/26/2022 11:05,134,L,63.6,22.3,90,C,15.1,2.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,63.6,90,N,N,NA,NA,NA,NA,old_exp_2022
191,191,_158,PostBurnYear1,9/26/2022 11:05,135,L,43.2,19,90,C,12,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,43.2,90,N,N,NA,NA,NA,NA,old_exp_2022
192,192,_158,PostBurnYear1,9/26/2022 11:05,138,L,13.15,6,70,S,0.7,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,13.15,70,N,N,NA,NA,NA,NA,old_exp_2022
193,193,_158,PostBurnYear1,9/26/2022 11:05,139,D,13.6,3.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,D,N,13.6,NA,N,N,NA,NA,NA,NA,old_exp_2022
194,194,_158,PostBurnYear1,9/26/2022 11:05,140,L,44,17.2,40,C,11.2,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,44,40,N,N,NA,NA,NA,NA,old_exp_2022
195,195,_157,PostBurnYear1,9/26/2022 11:05,141,L,47.1,17.8,50,C,14,1.25,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,47.1,50,N,N,NA,NA,NA,NA,old_exp_2022
196,196,_157,PostBurnYear1,9/26/2022 11:05,142,L,63.4,20.5,90,C,15.2,3.25,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,63.4,90,N,N,NA,NA,NA,NA,old_exp_2022
197,197,_157,PostBurnYear1,9/26/2022 11:05,146,L,NA,5,5,NA,5,0.25,NA,NA,NA,NA,Now a sapling.,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,NA,5,N,N,NA,NA,NA,Now a sapling.,old_exp_2022
198,198,_157,PostBurnYear1,9/26/2022 11:05,147,L,53.35,18.8,90,C,10,2.25,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,53.35,90,N,N,NA,NA,NA,NA,old_exp_2022
199,199,_157,PostBurnYear1,9/26/2022 11:05,148,L,61.8,22.3,100,C,12.4,2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,61.8,100,N,N,NA,NA,NA,NA,old_exp_2022
200,200,_153,PostBurnYear1,9/26/2022 11:03,174,D,58.9,9.4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,D,N,58.9,NA,N,N,NA,NA,NA,NA,old_exp_2022
201,201,_153,PostBurnYear1,9/26/2022 11:03,175,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fallen.,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Fallen.,old_exp_2022
202,202,_153,PostBurnYear1,9/26/2022 11:03,176,D,51.1,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,D,N,51.1,NA,N,N,NA,NA,NA,NA,old_exp_2022
203,203,_156,PostBurnYear1,9/26/2022 11:04,151,L,14.3,7.5,100,I,0.1,2,NA,NA,NA,NA,NA,NA,NA,QUCH2,controls,treat,control,new,2022,QUCH2,L,N,14.3,100,N,N,NA,NA,NA,NA,old_exp_2022
204,204,_156,PostBurnYear1,9/26/2022 11:04,152,L,26.8,10.5,100,I,0.5,2.75,NA,NA,NA,NA,NA,NA,NA,QUCH2,controls,treat,control,new,2022,QUCH2,L,N,26.8,100,N,N,NA,NA,NA,NA,old_exp_2022
205,205,_156,PostBurnYear1,9/26/2022 11:04,153,L,25.85,10.6,90,I,1.8,2.75,NA,NA,NA,NA,NA,NA,NA,QUCH2,controls,treat,control,new,2022,QUCH2,L,N,25.85,90,N,N,NA,NA,NA,NA,old_exp_2022
206,206,_156,PostBurnYear1,9/26/2022 11:04,154,D,11.5,3.4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,D,N,11.5,NA,N,N,NA,NA,NA,NA,old_exp_2022
207,207,_156,PostBurnYear1,9/26/2022 11:04,155,L,21,10.9,30,I,7,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,21,30,N,N,NA,NA,NA,NA,old_exp_2022
208,208,_156,PostBurnYear1,9/26/2022 11:04,156,L,32.6,12,80,C,5.6,1.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,32.6,80,N,N,NA,NA,NA,NA,old_exp_2022
209,209,_156,PostBurnYear1,9/26/2022 11:04,157,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gone.,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,D,N,NA,NA,N,N,NA,NA,NA,Gone.,old_exp_2022
210,210,_156,PostBurnYear1,9/26/2022 11:04,158,L,27.4,9.9,90,I,3,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,27.4,90,N,N,NA,NA,NA,NA,old_exp_2022
211,211,_156,PostBurnYear1,9/26/2022 11:04,159,D,10.55,1.41,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,D,N,10.55,NA,N,N,NA,NA,NA,NA,old_exp_2022
212,212,_156,PostBurnYear1,9/26/2022 11:04,160,L,59.4,9.5,90,C,0.1,4.2,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,59.4,90,N,N,NA,NA,NA,NA,old_exp_2022
213,213,_156,PostBurnYear1,9/26/2022 11:04,161,L,15.45,8,90,I,2,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,15.45,90,N,N,NA,NA,NA,NA,old_exp_2022
214,214,_156,PostBurnYear1,9/26/2022 11:04,162,L,20.8,7.1,90,S,3,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,20.8,90,N,N,NA,NA,NA,NA,old_exp_2022
215,215,_156,PostBurnYear1,9/26/2022 11:04,163,L,31.6,12,90,C,3,2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,31.6,90,N,N,NA,NA,NA,NA,old_exp_2022
216,216,_156,PostBurnYear1,9/26/2022 11:04,165,L,14.45,6.3,90,S,2,0.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,14.45,90,N,N,NA,NA,NA,NA,old_exp_2022
217,217,_156,PostBurnYear1,9/26/2022 11:04,166,L,47.15,6.4,90,I,NA,4,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,47.15,90,N,N,NA,NA,NA,NA,old_exp_2022
218,218,_156,PostBurnYear1,9/26/2022 11:04,167,D,30,2.5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,D,N,30,NA,N,N,NA,NA,NA,NA,old_exp_2022
219,219,_156,PostBurnYear1,9/26/2022 11:04,168,L,35.4,9.1,90,I,0.5,1.75,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,35.4,90,N,N,NA,NA,NA,NA,old_exp_2022
220,220,_156,PostBurnYear1,9/26/2022 11:04,169,L,55.5,8.5,90,I,2.2,3,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,55.5,90,N,N,NA,NA,NA,NA,old_exp_2022
221,221,_156,PostBurnYear1,9/26/2022 11:04,170,L,47.5,NA,90,C,NA,2.75,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,47.5,90,N,N,NA,NA,NA,NA,old_exp_2022
222,222,_156,PostBurnYear1,9/26/2022 11:04,171,L,32.5,NA,90,I,NA,2,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,new,2022,QUKE,L,N,32.5,90,N,N,NA,NA,NA,NA,old_exp_2022
223,223,_156,PostBurnYear1,9/26/2022 11:04,964,L,14.1,5.5,80,S,1.9,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,new,2022,PIJE,L,N,14.1,80,N,N,NA,NA,NA,NA,old_exp_2022
1114,1114,_150,PostBurnYear1,9/26/2022 11:01,837,L,68.25,16.8,60,C,0.8,2.5,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,new,2022,QUKE,L,N,68.25,60,N,N,NA,NA,NA,NA,old_exp_2022
1115,1115,_150,PostBurnYear1,9/26/2022 11:01,838,L,49.8,12,90,C,1.6,3.5,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,new,2022,QUKE,L,N,49.8,90,N,N,NA,NA,NA,NA,old_exp_2022
1116,1116,_150,PostBurnYear1,9/26/2022 11:01,840,L,14.4,7,100,I,NA,1,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,new,2022,QUKE,L,N,14.4,100,N,N,NA,NA,NA,NA,old_exp_2022
1117,1117,_150,PostBurnYear1,9/26/2022 11:01,842,L,11.75,6.3,100,I,NA,0.75,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,new,2022,QUKE,L,N,11.75,100,N,N,NA,NA,NA,NA,old_exp_2022
1118,1118,_150,PostBurnYear1,9/26/2022 11:01,843,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat4,control,new,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2022
